ImageId,EncodedPixels
test_mask_453,1253 1 16352 1 16383 1 16626 1 16633 1 16877 1 18320 1 18570 1 20319 2 20569 2 21801 1 22052 1 22305 1 22430 1 22433 1 22548 1 22553 2 22557 1 22803 1 23554 1 25802 1 26052 1 26303 1 27288 1 30037 1 30288 1 30534 1 30537 1 30789 1 31288 1 31295 1 32043 2 39054 1 39555 1 39800 1 40069 1 41817 1 42057 1 42322 1 42571 1 43078 1 43571 1 43820 1 43825 1 44080 1 44327 1 51002 1
test_mask_454,1253 1 10119 1 10618 1 10630 1 11128 1 12622 1 14067 1 14819 1 16809 2 17060 1 18052 1 18301 2 18548 1 18800 1 19536 1 19538 2 19794 1 20284 1 20286 1 20293 1 20304 2 20535 1 20806 1 20810 1 21036 1 21300 1 21556 1 21559 1 21786 1 21800 1 22036 3 22053 1 22286 2 22290 1 22307 2 22534 1 22537 2 22548 1 22553 2 22557 1 22785 1 22787 1 22789 1 22803 1 23037 1 23039 1 23540 1 23546 1 23796 1 26038 1 26288 1 27289 1 27536 1 27538 2 27778 1 28036 1 28285 2 28786 1 29033 1 29283 1 29536 1 29538 1 29786 1 30034 3 30038 1 30284 5 30535 1 30539 1 30785 1 30787 1 31034 1 31286 1 31288 2 31532 1 32036 1 32286 1 32786 1 33788 1 34038 1 35288 1 37536 1 38038 1 39038 2 41536 1 42038 1 43038 1 47831 1 49581 2 49885 1 50352 1 51128 1 51360 1 51376 1 51876 1 52100 1 52871 1 53379 2 53621 1 53628 3 53632 1 53882 1 53885 1
test_mask_455,1253 1 1456 1 14119 1 16584 1 16601 2 17916 1 19569 1 19821 1 20568 3 21816 5 21963 1 22066 5 22315 1 22317 3 22566 1 22568 3 22815 6 23069 2 23315 1 23320 1 23571 1 23819 1 24314 1 24317 1 24320 1 24815 1 25065 1 25801 2 26052 1 26303 2 26550 1 27304 1 29525 1 29784 1 29786 1 30037 1 30288 1 30535 1 30789 1 32549 1 33548 1 33801 3 34051 2 34300 1 34303 1 37314 1 37317 3 37567 3 37816 4 38066 4 38315 2 38319 1 38567 1 38815 3 39820 1 40068 1 40815 1 41072 1 41076 1 41324 1 41326 2 41825 1 41827 2 42322 1 42571 1 42574 1 43078 1 43324 1 43327 1 43825 1 47850 2 49598 1 51345 1 51378 1
test_mask_456,1253 1 18067 3 18318 3 18569 2 18818 3 19069 2 19315 2 19565 7 19816 6 20061 1 20068 2 20304 1 20314 2 20320 2 20414 1 20553 1 20558 1 20563 1 20566 4 20587 1 20589 1 20809 3 20814 2 20817 1 20834 1 21059 1 21065 2 21299 1 21315 1 21556 1 21559 1 21562 1 21566 1 21800 5 21818 1 22051 3 22302 4 22307 2 22316 1 22548 1 22550 1 22553 2 22557 1 22566 1 22800 1 22803 2 22809 1 23054 1 23057 1 23300 1 23553 2 25791 1 27039 1 27288 2 27536 1 27538 1 28285 1 29036 1 29536 1 29784 1 29786 1 29788 1 30034 1 30036 1 30038 1 30284 5 30535 1 30537 1 31288 2 32036 1 32286 1 32786 1 33786 1 33788 1 34034 1 34037 2 34285 1 34535 1 35288 2 38038 1 41053 1 41301 1 41552 2 41800 4 42053 2 42319 1 42553 1 42800 1 42815 1 42827 1 43074 2 43078 1 43315 1 43322 1 43565 1 43569 2 43819 1 44068 2 44318 1 44326 1 45069 1 45317 1 45567 1 45814 2 46065 1
test_mask_457,1253 1 20336 1 20414 1 21806 2 21817 3 22067 2 22316 4 22553 2 22557 1 22566 5 22803 1 22816 1 23554 1 23559 2 23805 1 24304 1 24811 1 25802 1 26052 1 26054 1 26303 2 26550 1 26553 1 29552 2 29801 1 30303 2 30535 1 31302 1 34789 1 35288 1 37536 1 37539 1 38038 1 38539 1 39052 1 39800 1 40050 1 40301 1 41800 3 42053 1 43818 1 44068 3 44815 1 45068 2 45317 3 45566 2 45814 1 45816 5 46065 2 46315 1 46567 1 47581 1 47833 1 48070 1 50597 1
test_mask_458,1253 1 17847 2 17853 1 18083 1 18099 2 18131 1 18349 2 18569 1 18585 1 18593 1 18595 1 18597 1 18600 2 18604 1 18616 1 18831 1 18834 1 18847 1 18849 2 19070 1 19100 1 19339 1 19347 1 19565 1 19568 3 19575 1 19591 1 19598 1 19810 1 19816 1 19819 2 19843 1 19908 1 19916 1 20060 2 20088 1 20310 1 20339 1 20466 1 20558 1 20561 3 20567 2 20574 1 20579 1 20586 1 20589 1 20702 1 20808 2 20813 1 20826 1 20834 1 20837 1 20840 1 21061 2 21315 1 21556 1 21558 2 21567 1 21678 1 21681 1 21684 1 21689 1 21692 1 21713 1 21800 6 21818 1 21925 1 21930 2 21936 1 21943 2 21963 1 22052 2 22192 1 22302 1 22305 1 22307 2 22316 1 22430 1 22432 2 22440 2 22464 2 22548 1 22550 1 22553 2 22557 1 22565 2 22673 1 22682 1 22684 1 22690 5 22713 2 22800 1 22803 2 22809 2 22928 1 22934 2 22941 3 23054 2 23185 2 23300 1 23312 1 23316 1 23558 3 23800 1 24298 1 24304 1 24548 1 24553 2 24800 1 25552 1 25802 1 26045 1 26550 1 27538 1 29536 1 29538 1 29786 1 29788 1 30034 1 30036 4 30286 4 30534 2 30539 1 30786 1 30788 2 31034 1 31288 1 31539 1 32036 1 32287 1 32534 1 32748 1 40053 1 41069 1 41074 1 42069 1 42319 1 42322 1 42334 1 42816 1 42823 1 42905 1 43078 1 43083 1 43093 1
test_mask_459,124 1 1253 1 1331 1 1378 1 1456 1 10088 1 10119 1 12337 1 12368 1 12590 1 13838 1 14088 1 14838 1 16081 1 16087 2 16103 1 16320 1 16351 2 16834 1 17091 2 17834 1 18320 1 18344 1 18569 1 18604 1 19070 1 19339 1 19538 1 19554 1 19565 1 19570 2 19800 1 20071 1 20314 1 20319 2 20563 1 20567 4 20810 2 20814 1 20827 1 21315 1 21556 1 21791 1 21801 2 21816 4 21963 1 22052 1 22067 3 22303 3 22307 2 22315 3 22319 1 22548 1 22553 2 22557 1 22566 2 22569 2 22803 1 22809 1 22815 2 23554 2 25801 1 26052 1 26054 1 26303 2 26550 1 26553 2 27288 2 27539 1 28786 1 29541 1 29786 1 29802 1 30037 1 30039 1 30282 1 30288 1 30535 1 30537 1 31288 2 31304 1 33536 1 33552 1 34037 1 34303 1 35038 1 36036 1 39054 1 39800 1
test_mask_460,1253 1 8584 1 8804 1 8829 1 8834 3 9333 1 9580 1 9830 1 9837 1 9840 1 10051 1 10053 1 10055 1 10066 1 10072 1 10082 1 10084 2 10087 2 10092 1 10103 2 10135 1 10301 2 10318 1 10332 3 10354 1 10362 2 10552 1 10554 3 10570 2 10582 2 10585 3 10593 1 10614 1 10618 1 10798 1 10800 1 10803 1 10822 1 10829 1 10831 1 10834 2 10838 1 10854 1 11050 1 11053 1 11055 1 11068 1 11070 2 11081 1 11084 1 11086 2 11097 1 11099 2 11102 2 11112 1 11115 1 11117 1 11304 2 11319 2 11330 1 11334 4 11341 1 11350 2 11558 1 11573 1 11577 1 11582 1 11586 2 11589 1 11592 2 11601 2 11608 2 11616 2 11789 1 11804 1 11806 2 11810 1 11820 2 11825 1 11827 2 11831 1 11836 4 11841 2 11844 1 11855 5 11872 1 12061 2 12077 1 12081 1 12090 1 12093 1 12096 1 12106 4 12306 1 12314 1 12324 1 12326 1 12337 2 12340 3 12345 1 12356 2 12544 1 12555 1 12559 1 12575 1 12587 1 12589 3 12603 1 12605 2 12806 1 12808 2 12824 2 12828 1 12837 1 12839 4 12844 1 12855 2 13048 1 13058 1 13063 1 13073 1 13077 1 13084 1 13087 4 13093 1 13095 1 13105 1 13108 2 13306 2 13322 1 13329 1 13338 1 13340 1 13343 2 13354 3 13371 1 13556 1 13587 2 13803 1 13806 1 13809 1 13812 1 13840 1 13843 2 13848 2 13869 1 14051 3 14098 3 14302 2 14347 2 14553 2 14557 2 14566 1 14588 3 14597 2 14620 1 14803 2 14807 3 14816 1 14838 3 14847 2 14869 1 14871 1 15053 2 15059 1 15090 1 15121 1 15340 1 15559 1 15583 1 15800 2 15803 2 15833 1 16050 3 16054 1 16299 1 16302 3 16522 1 16548 1 16550 1 16552 3 16579 1 16772 1 16798 1 16800 1 16803 2 16826 1 16829 1 16832 1 16834 2 17050 1 17076 1 17079 1 17082 1 17300 1 17327 1 17549 1 17585 1 17775 1 17794 1 17801 2 17825 1 17834 2 18045 1 18051 2 18075 1 18083 1 18292 1 18301 1 18324 1 18332 1 18545 1 18548 1 18551 1 18573 1 18582 1 18585 1 18779 1 18793 1 18800 1 18824 1 18831 2 19032 1 19077 1 19080 1 19276 1 19280 1 19289 1 19301 1 19308 1 19331 3 19339 1 19536 1 19538 2 19567 1 19778 1 19781 1 20028 2 20284 2 20526 2 20530 1 20535 2 20561 1 20771 2 20777 1 20806 1 20825 2 21033 1 21036 1 21044 1 21278 1 21536 1 21542 1 21559 2 21567 1 21576 1 21788 1 22036 1 22038 1 22284 5 22307 2 22534 1 22536 3 22785 2 23283 2 23288 1 23539 1 24285 2 24298 1 24794 1 30038 1 30287 1 30535 1 31288 1 33536 1 33788 1 34287 2 39800 1 40552 1 41074 1 41553 1 41800 1 41802 1 42319 1 42322 1 42858 1
test_mask_461,1253 1 14819 1 15804 1 17786 1 18036 3 18284 1 18286 2 18532 1 18534 1 18537 3 18785 1 18787 1 19038 1 19289 1 19536 4 19778 1 19782 1 19788 1 20028 1 20276 2 20282 1 20285 2 20527 1 20530 1 20535 1 20776 2 21036 1 21278 1 21286 1 21775 1 33525 1 35278 1 35280 1 35777 2 36026 3 36276 2 36527 1 41048 2 41052 1 41298 1 41301 1 41303 2 41551 1 41553 1 41659 1 41800 3 42049 2 42053 1 42300 1 42304 1 42552 2 42800 1 43062 1 43067 1 43564 1 43566 1 43872 1 44067 1 51002 1
test_mask_462,1253 1 13869 1 13874 1 13900 1 15383 1 15414 1 16149 1 16159 1 16352 1 16383 1 16413 2 16903 3 16907 2 16936 1 17122 1 17153 3 17168 1 17185 1 17405 1 17666 1 17912 1 18418 1 18666 2 18917 1 19403 1 19410 1 19538 1 19664 1 19916 1 19934 1 20185 1 20673 1 20686 1 20928 1 20934 1 21169 1 21183 1 21679 1 23538 1 26288 1 27288 2 27539 1 28285 1 28786 1 29534 1 29536 1 29759 1 29784 1 29786 1 29788 1 30036 3 30282 1 30284 1 30286 4 30534 2 30537 1 30787 1 30789 1 31288 2 31502 1 31515 1 31539 1 32534 1 32786 1 33525 2 33536 1 33759 1 33786 1 33788 1 34034 1 34037 2 34282 1 34284 1 34286 3 34535 1 34537 1 35038 2 35288 2 35539 1 36035 2 36783 1 36786 1 37536 1 37538 1 37786 3 38034 1 38037 2 38284 2 38287 1 38535 1 38537 1 38539 1 38789 1 39038 2 39800 1 40050 1 41536 1 41789 1 48069 1 48565 1 48850 1 49570 1 49581 1 49583 1 49822 1 49834 1 49854 1 50106 1 50321 1 50608 1 50828 1 50856 1 50867 1 51002 1 51096 2 51329 1 51338 1 51345 2 51352 2 51845 1 51849 3 51856 1 51864 1 52081 1 52087 1 52095 1 52100 1 52106 3 52850 2 52866 1 53098 1 53101 1 53348 2 53597 3 53601 1 53850 1 54096 2 54598 1
test_mask_463,1253 1 7866 1 7882 1 8114 1 8122 1 8365 1 8614 2 8621 1 8850 1 8863 1 8865 2 8871 1 9364 1 9380 1 10097 1 10100 1 10103 2 10115 1 10134 2 10349 1 10363 3 10599 1 10601 2 10614 1 10618 1 10847 1 10850 1 10862 1 10865 2 11081 1 11097 1 11100 1 11103 1 11112 2 11115 3 11131 1 11134 1 11144 1 11350 2 11366 1 11597 1 11608 2 11612 2 11616 2 11623 1 11633 1 11639 2 11851 2 11856 1 11859 1 11867 3 11872 1 11874 2 11879 1 11887 1 11890 1 12077 1 12124 1 12377 1 12622 1 12637 1 12653 1 12824 1 12840 1 12856 1 12868 1 12871 1 13089 1 13115 1 13118 2 13121 1 13124 1 13126 1 13136 1 13369 1 13371 1 13374 1 13376 1 13378 1 13621 1 13872 1 13880 1 14066 4 14316 4 14347 1 14566 5 14616 1 14619 1 14621 1 14629 1 14816 1 14818 2 14838 1 14847 1 14850 1 15066 1 15069 1 15593 1 15831 1 15844 1 16081 1 16338 1 16585 1 16829 1 16834 2 17079 1 18613 1 19332 2 20293 1 39800 1 40050 1 40053 1 40298 1 40301 1 41303 1 41551 1 41553 1 41800 3 42050 1 42053 1 42800 1 43315 1 43564 2 44067 1 44080 1 44314 1 45069 1 45567 1 45816 2 45819 1 47831 1 47834 1 51002 1
test_mask_464,1253 1 16087 1 16352 1 16383 1 16584 1 16842 1 16873 1 17091 2 17123 1 17593 1 17827 1 18067 2 18320 1 18344 1 18569 2 18572 1 18604 1 18819 1 18822 1 19070 2 19316 1 19538 1 19554 1 19564 2 19568 4 19800 1 19816 5 20068 1 20305 1 20314 2 20318 3 20563 1 20566 5 20574 1 20809 3 20814 3 21061 1 21066 1 21299 1 21314 3 21556 1 21559 1 21561 2 21567 1 21791 1 21800 4 21811 1 22052 2 22287 1 22302 4 22307 2 22314 1 22548 1 22550 1 22553 2 22557 2 22566 1 22800 1 22803 1 22809 1 23039 1 23054 2 23061 1 23308 1 23554 2 23560 1 23800 1 24304 1 25299 1 25802 1 25804 1 26051 2 26300 1 26302 2 26548 1 26550 4 26800 1 27288 2 27304 1 27539 1 27544 3 27793 3 28043 2 28292 2 28299 1 28542 1 29044 1 29536 1 29542 1 29786 1 29788 2 30037 1 30040 1 30288 1 30534 2 30537 1 30539 2 30789 1 31034 1 31039 1 31041 1 31288 2 31295 2 31298 1 32044 1 32296 1 33042 1 34037 1 34290 1 35038 2 35288 2 36035 1 37536 1 37787 1 38038 1 38285 1 39800 1 40069 1 40318 1 40566 2 40807 1 40815 1 40819 1 41068 2 41071 1 41074 1 41316 1 41320 2 41327 1 41800 1 41820 1 41823 2 41831 1 41835 1 42069 1 42072 2 42320 1 42325 1 42575 1 42583 1 42816 2 42825 2 42831 1 43075 1 43078 1 43316 1 43564 1 43569 2 43819 1 44068 4 44075 1 44318 2 44325 2 44830 1 45068 1 45317 2 45567 1 45819 2 46080 1 46315 1
test_mask_465,1331 1 13838 1 15831 1 15838 1 15846 1 16088 1 16102 2 16320 1 16334 1 16351 2 16367 1 16579 1 16584 3 16595 1 16601 1 16829 1 16834 2 16841 2 16845 1 17085 1 17090 3 17122 2 17342 2 17346 1 17592 2 17596 1 17600 1 17818 2 17827 1 17834 1 17840 1 17842 1 17847 4 18067 3 18083 1 18092 1 18099 2 18114 1 18317 4 18351 1 18375 1 18569 2 18572 3 18595 3 18601 1 18604 2 18817 1 18831 1 18856 1 19308 2 19316 2 19332 1 19339 1 19347 1 19370 1 19565 1 19567 4 19574 1 19598 1 19622 1 19630 1 19800 1 19810 1 19816 1 19820 1 19843 1 19862 1 19877 1 19884 1 20061 1 20064 1 20088 1 20119 1 20127 1 20304 1 20366 1 20376 1 20378 1 20556 1 20560 1 20563 1 20566 2 20617 1 20620 1 20623 1 20629 1 20808 4 20814 1 20826 1 20834 1 20837 1 20840 1 20842 1 20865 1 20868 1 20871 1 20873 2 20876 1 20879 1 21055 2 21058 1 21061 2 21066 1 21093 1 21118 1 21123 2 21128 1 21299 1 21314 2 21367 1 21374 1 21553 1 21556 5 21566 3 21576 1 21608 1 21613 4 21619 1 21621 2 21624 1 21627 1 21629 2 21650 1 21653 1 21655 1 21800 5 21811 2 21818 2 21860 1 21862 2 21876 1 21880 1 21882 1 21900 1 22052 2 22067 1 22121 1 22123 1 22130 1 22164 1 22303 3 22307 3 22316 1 22361 2 22366 2 22369 3 22378 2 22401 2 22548 1 22553 2 22557 2 22565 3 22613 1 22616 1 22619 1 22621 1 22623 1 22628 2 22651 2 22803 2 22809 2 22816 1 22861 1 22864 1 22871 3 22879 1 22903 1 23048 1 23060 2 23120 1 23124 1 23154 1 23308 2 23362 3 23614 2 23617 1 23621 1 23800 1 24115 1 24304 1 24548 1 24613 1 24616 1 24798 1 24935 1 25552 1 25802 1 25804 1 26045 1 26301 1 26543 1 26550 2 26943 1 27289 1 27536 1 27538 2 27966 1 28035 1 28217 1 28285 2 28311 1 28715 3 28785 1 28967 1 29286 1 29468 1 29542 1 29788 1 30034 1 30058 2 30286 3 30308 2 30465 1 30535 1 30537 1 30540 1 30786 1 30788 1 31019 1 31034 1 31286 1 31295 1 32035 1 32046 1 32296 1 32299 1 32548 1 33042 1 33538 1 34038 1 34290 1 35034 1 35039 1 35289 1 39315 1 39800 1 39820 1 40049 2 40069 1 40552 1 40569 1 40800 1 40815 1 41052 2 41068 1 41071 1 41074 1 41301 1 41304 1 41326 2 41553 1 41567 1 41800 1 41802 1 41821 1 41825 1 42053 2 42072 1 42319 1 42321 2 42553 1 42817 1 42835 1 43078 1 43570 1 43819 1 43840 1 44327 1 44577 1 45076 1
test_mask_466,1253 1 1331 1 20320 1 20336 1 20383 1 20626 1 27288 2 27539 1 28285 1 28786 1 29786 1 30034 1 30036 2 30287 2 30535 1 31034 1 31038 1 31286 1 31288 2 31550 1 31789 1 32035 2 32053 2 32298 1 32303 2 33034 1 33049 2 33538 1 33551 2 33787 1 33802 2 34038 1 34300 1 34535 1 34550 1 35038 2 35286 1 35288 2 36036 1 37286 1 37536 1 37538 1 37784 1 37786 1 37788 1 38034 1 38037 2 38284 3 38288 1 39052 1 39800 1 40050 1 40301 1 40305 1 40552 1 40800 1 41052 1 41302 1 41304 1 41553 1 41800 3 42053 2 44067 2 45068 2 45566 2 45816 1 45819 1 46065 1 49854 1 49870 1 50372 1 50624 1
test_mask_467,1253 1 7866 1 8341 1 9245 1 10072 1 10082 1 10087 2 10228 1 10244 1 10334 1 10577 1 10587 1 10831 1 10834 1 11066 1 11071 2 11081 1 11084 1 11097 1 11225 1 11227 2 11240 2 11243 1 11319 2 11335 1 11337 1 11475 2 11573 1 11577 1 11586 1 11733 1 11741 1 11749 1 11825 2 11841 1 11843 1 11978 1 11981 2 11984 1 11993 1 11995 1 11997 1 11999 1 12074 4 12246 1 12249 1 12325 2 12496 2 12571 1 12574 2 12731 1 12744 1 12746 2 12824 1 12975 1 12981 1 12996 1 13073 1 13245 1 14067 2 15810 1 16559 1 22538 1 41980 2 42038 1 42835 1 43038 1 47886 1 48131 1 48134 1 48137 1 49079 1 49333 1 49574 1 49581 3 49585 1 49830 2 49833 1 49835 1 49885 1 50080 1 50581 1 51336 1 51344 3 51351 2 52099 3 52116 1 52131 1 52134 1 52364 1 52624 1 52881 1 53131 1 53380 1 53629 2 53632 1 53878 1 53882 1 53893 1 54127 1 54628 2 55376 1
test_mask_468,1253 1 10092 1 10333 1 10585 1 10617 1 10838 1 11081 1 11112 1 11336 1 11589 1 12093 1 12124 1 12127 1 12337 1 12345 1 12368 1 12376 1 12623 1 12837 1 12844 1 12868 1 13077 1 13093 1 13124 1 13588 1 13625 1 13838 1 13841 1 13843 1 13869 1 13872 1 13874 1 14066 5 14088 1 14098 2 14119 1 14316 5 14340 1 14347 1 14349 1 14557 2 14565 6 14588 3 14597 5 14616 1 14619 2 14807 1 14815 6 14838 3 14847 5 14865 2 14869 1 14871 2 15065 3 15069 2 15090 1 15097 1 15099 1 15121 1 15342 1 15370 1 15590 1 15596 1 15612 1 15621 1 15623 1 15831 1 15833 1 15847 1 15862 1 15864 1 15868 1 15875 1 15877 1 16070 1 16081 1 16083 1 16085 1 16088 1 16104 1 16111 2 16114 1 16116 1 16124 1 16320 1 16335 1 16361 2 16414 1 16579 1 16581 1 16585 1 16589 1 16595 1 16615 2 16621 1 16664 1 16810 1 16829 1 16831 2 16834 2 16840 3 16848 2 16860 1 16862 2 16865 2 16873 1 16877 1 17060 1 17076 2 17081 2 17084 1 17091 3 17098 1 17106 1 17108 1 17113 1 17122 1 17315 1 17327 1 17339 1 17342 1 17346 1 17358 1 17561 1 17585 1 17592 1 17600 2 17608 1 17833 1 17856 2 17860 1 18076 1 18083 1 18106 2 18319 2 18324 1 18331 2 18340 1 18355 1 18363 1 18569 2 18580 1 18582 2 18596 1 18604 2 18613 1 18659 1 18663 1 18814 1 18830 1 18846 1 18855 1 18862 1 18910 1 18912 1 19163 1 19317 1 19333 1 19347 2 19363 2 19372 1 19538 1 19570 1 19661 1 20060 1 20064 1 20333 1 20556 1 20558 1 20561 3 20567 1 20582 1 20808 4 21066 1 21300 1 21556 1 21558 4 21791 1 21800 2 21806 1 21811 2 21817 3 22052 1 22060 1 22068 1 22287 1 22306 4 22316 1 22538 1 22548 1 22553 2 22557 2 22565 2 22568 2 22785 1 22789 1 22803 1 22808 2 22816 1 23039 1 23057 1 23060 2 23308 2 23315 2 23554 1 23800 1 24054 1 24292 1 24298 1 24304 1 24548 1 24553 2 25049 1 25299 1 25552 1 25802 1 25804 1 26051 3 26292 1 26298 1 26300 3 26543 1 26548 1 26550 2 26800 1 27286 1 27288 2 27538 1 27778 1 27794 1 28034 1 28043 1 28285 2 28543 1 28545 1 28786 1 29292 1 29536 1 29538 1 29786 1 29788 2 30034 1 30036 3 30046 1 30284 1 30287 2 30294 1 30535 3 30539 1 30788 1 31042 1 31286 1 31288 1 31295 1 31542 1 31794 1 31796 1 32034 1 32044 1 32046 1 32290 1 32295 2 33042 1 33544 1 33788 1 34034 1 34290 1 34535 1 35038 1 35288 2 38038 1 38288 1 39052 1 39054 1 39299 1 39304 1 39554 1 39556 1 39800 1 40049 3 40053 1 40059 1 40301 1 40552 1 40800 1 40815 1 41051 3 41069 1 41071 2 41074 1 41298 1 41301 4 41327 1 41551 1 41553 1 41800 4 41821 1 41823 1 42050 2 42053 2 42072 1 42318 2 42321 2 42551 4 42572 1 42574 2 42577 1 42800 1 42817 1 42827 2 42835 1 42858 1 42874 1 43062 1 43073 1 43075 1 43078 1 43083 1 43122 1 43252 1 43328 1 43333 1 43562 1 43565 1 43567 1 43569 2 43585 2 43624 1 43815 1 43818 2 43831 1 44068 3 44076 1 44314 1 44317 4 44326 2 44577 1 51002 1
test_mask_469,1253 1 18849 1 19596 1 19599 3 19632 1 19847 2 19852 1 19880 1 20092 1 20320 1 20345 1 20367 1 20579 1 20589 1 20593 1 20595 1 20597 2 20620 1 20626 1 20629 1 20827 1 20837 1 20840 3 20871 1 20873 1 21087 1 21128 1 21335 1 21576 1 21593 1 21713 1 21817 2 21827 1 21973 1 22067 2 22084 1 22307 2 22325 1 22464 1 22557 1 22569 2 22574 1 22713 1 22815 2 22959 1 23308 1 23695 1 24196 1 24304 1 24445 2 24450 1 24810 2 25802 1 26052 1 26550 1 27288 2 27538 1 28285 1 29786 1 29788 1 30034 1 30036 3 30059 1 30288 1 30308 1 30534 2 30537 1 30539 1 30789 1 30798 1 31286 1 31288 2 31539 1 32036 1 33536 1 33538 1 33781 1 33786 1 33788 2 34034 1 34038 1 34059 1 34288 1 34535 1 34789 1 35038 2 35286 1 35288 2 36036 1 37536 1 37538 2 37786 3 38034 1 38036 3 38284 2 38287 3 38535 1 38539 1 38789 1 39038 2 41536 1 41800 2 42038 1 42285 1 42835 1 49614 1 49850 1 50100 1 50321 1 50597 1 50624 1 50872 1 50874 2 51125 1 51374 1 51622 1 51626 1 51880 1 52123 1 52155 1 52372 1 52377 1 52620 1 52623 1 52633 1
test_mask_470,1253 1 20414 1 21800 2 22052 2 22302 1 22548 1 22553 2 22787 1 26288 1 27039 1 27288 2 27536 1 28285 2 29036 1 29536 1 29786 1 29788 1 30034 1 30036 1 30038 1 30284 1 30287 2 30535 1 31288 1 32035 1 34038 1 35038 1 35288 1 37788 1 38038 1 38285 1 38287 1 39038 1 40036 1 40552 1 41288 1 41536 1 41784 1 41786 4 42038 1 42284 2 42539 1 44834 1 51002 1
test_mask_471,1253 1 15843 1 15856 2 16091 1 16093 1 16106 2 16293 2 16338 1 16340 2 16356 2 16543 1 16589 2 16603 1 16605 2 16839 2 16855 1 17089 1 17791 1 18036 1 18038 1 18287 1 18534 1 18537 2 18785 3 19037 3 19288 2 19530 1 19538 2 19544 1 19546 2 19790 1 20276 3 20283 2 20293 1 20414 1 20530 1 20538 1 20543 1 20582 1 21291 1 22288 1 22538 1 22784 1 30535 1 30537 1 31288 1 40048 1 40054 1 41824 2
test_mask_472,1253 1 16102 1 16351 1 16601 1 16841 2 17091 2 18067 2 18319 2 18569 1 19069 1 19566 2 20061 1 20414 1 20566 1 21556 1 21559 1 21800 2 22052 1 22307 2 22538 1 22553 1 22558 1 22785 1 22787 1 22789 1 23289 1 23538 1 26037 1 27039 1 27288 2 27538 2 28285 1 28786 1 29536 1 29538 1 29786 1 29788 1 30034 3 30038 1 30284 1 30286 3 30534 2 30537 1 30539 1 30788 1 31033 2 31286 1 31288 2 32036 1 32786 1 33536 1 34038 1 34535 1 35038 1 35288 2 38038 1 40301 1 40552 1 41052 2 41302 1 41304 1 41553 1 41667 1 41800 3 42050 2 42053 2 42553 1 42800 1 42913 1 43074 1 44327 1 44835 1 45085 1
test_mask_473,1253 1 1331 1 1456 1 19569 2 19601 1 19632 1 20070 2 20095 1 20134 1 20314 1 20319 1 20336 1 20342 1 20346 1 20373 1 20383 1 20563 1 20567 1 20569 2 20587 1 20589 1 20598 1 20626 1 20629 1 20633 1 20809 3 20837 1 20840 1 20842 1 20844 2 20871 1 20873 1 21118 1 21128 1 21315 1 21327 1 21335 1 21346 1 21556 4 21562 1 21582 1 21584 1 21588 1 21590 2 21593 1 21624 1 21655 1 21801 2 21816 4 21831 1 21834 1 21843 1 21845 1 21848 2 21955 1 22052 2 22066 4 22084 1 22304 2 22307 3 22314 4 22319 1 22336 1 22338 3 22347 1 22548 1 22553 2 22557 2 22565 5 22588 3 22597 1 22621 1 22803 1 22809 2 22815 3 22840 1 22909 1 23048 1 23053 1 23058 1 23060 2 23089 1 23092 1 23308 2 23325 1 23554 1 24445 1 24548 1 24798 1 26052 1 26292 1 26301 1 26550 1 27289 1 27538 2 28035 2 28285 3 29536 1 29538 1 29786 1 29788 1 30034 1 30036 3 30286 1 30288 1 30534 2 31286 1 32035 1 41828 1 42322 1 42571 1 43125 1 44127 1 44377 1 44622 1
test_mask_474,1253 1 10119 1 10618 1 11113 1 11119 1 11351 1 11367 1 11620 1 11624 1 11851 2 11872 1 12090 1 12109 1 12121 1 12124 1 12591 2 12606 1 12621 2 12856 1 12871 1 13089 1 13371 1 13838 1 14097 5 14115 1 14347 5 14570 1 14589 1 14597 5 14847 5 15097 1 15100 1 16553 1 18301 2 18553 2 20293 1 21796 1 22290 1 23545 1 23793 1 24043 1 24293 2 27288 2 28044 1 28285 1 29786 1 29788 1 30037 2 30287 2 30534 2 30537 1 30539 2 30788 2 31034 1 31288 1 31299 1 31301 2 31548 1 31554 1 32050 1 32299 3 32303 1 32548 1 32551 1 32803 1 33298 1 33301 1 33303 1 33548 1 33551 1 33553 1 33801 2 34050 3 34300 2 34801 1 36811 1 37816 2 38067 1 38815 1 40081 1 40174 1 40828 1 41100 1 41347 1 41851 1 42412 1 42664 2 42848 1
test_mask_475,1253 1 1456 1 16383 1 16872 1 17123 1 17624 1 18601 1 20320 1 21817 2 22067 1 22316 4 22566 1 22816 1 23554 1 24298 1 24554 1 25801 2 26051 2 26054 1 26300 1 26302 3 26550 1 26553 2 30298 1 30303 1 30550 1 39054 1
test_mask_476,124 1 1253 1 1378 1 10088 1 10119 1 10370 1 10838 1 11081 1 11367 1 11620 1 11624 1 11875 1 12121 1 12124 2 12337 1 12371 1 12376 1 12621 2 12871 1 13120 1 13371 1 14601 1 14851 1 16584 1 32027 1 33784 1 35778 1 37536 1 37786 1 38034 1 38038 1 38285 1 41667 1 41800 3 42050 1 42053 1 42800 1 43565 1 44834 1 45069 1 45816 1 45819 1
